eno,deposit_name,state,records,latest_record_date,ore_scale_t_max,ore_scale_t_median
355333,Cape Lambert Magnetite (MCC),WA,4,2009-03-31,2500000000.0,1735500000.0
549793,Nyidinghu (FMG),WA,25,2024-06-30,2475000000.0,2213000000.0
335643,Karara,WA,5,2013-06-30,2409000000.0,16200000.0
626636,Wilton,QLD,1,2017-03-01,2277610000.0,2277610000.0
334554,Mount Newman (Mount Whaleback - BHP),WA,1,2003-06-30,2254000000.0,2254000000.0
333991,Saraji,QLD,5,2024-06-30,2100000000.0,2075000000.0
407951,Pardoo-Ridley (Atlas Iron),WA,23,2014-06-30,2010000000.0,15000000.0
335241,Julia Creek Vanadium (Intermin Resources),QLD,10,2014-10-30,2009067000.0,2008000000.0
333405,Peak Downs,QLD,7,2024-06-30,1990000000.0,1958000000.0
606289,Amrun,QLD,4,2024-12-31,1852000000.0,1725000000.0
447927,Kings (Solomon - FMG),WA,5,2010-07-15,1844000000.0,1385000000.0
336232,Hail Creek,QLD,4,2024-12-31,1783000000.0,1370000000.0
335111,Boddington,WA,34,2014-12-31,1714800000.0,989100000.0
530079,Mount Forrest,WA,14,2024-06-30,1710600000.0,609350000.0
335524,Mangoola,NSW,7,2024-12-31,1700000000.0,1690000000.0
333502,Blackwater,QLD,6,2024-08-31,1657000000.0,1625500000.0
335898,BHP Yandi,WA,2,2003-06-30,1625000000.0,1523000000.0
407955,Balmoral Southern Block (Australasian Resources Ltd),WA,7,2015-02-19,1605000000.0,1116000000.0
927845,Pilbara other,WA,7,2024-06-30,1595000000.0,123000000.0
448508,Marillana Iron Ore (Brockman Mining),WA,16,2020-06-30,1528000000.0,1193000000.0
551287,Mutooroo - Muster Dam,SA,1,2011-11-24,1500000000.0,1500000000.0
334195,Warkworth,NSW,7,2024-12-31,1500000000.0,932000000.0
557322,Lodestone Magnetite (Gindalbie),WA,3,2014-06-30,1482000000.0,1482000000.0
928183,Ravensworth,NSW,1,2024-12-31,1384000000.0,1384000000.0
334708,Dawson,QLD,4,2023-12-31,1376800000.0,1137400000.0
334967,Wards Well-Lancewood,QLD,3,2022-12-31,1313000000.0,1307000000.0
568968,Blackall,QLD,2,2024-02-26,1302000000.0,1288350000.0
546518,Mount Bevan (Legacy-Hawthorn JV),WA,5,2024-05-01,1290000000.0,616800000.0
334258,Ulan,NSW,9,2024-12-31,1280000000.0,780000000.0
598608,West Pilbara Iron Ore Stage 2,WA,9,2015-06-30,1264000000.0,152000000.0
335286,Moolarben,NSW,6,2024-12-31,1260000000.0,1050000000.0
550749,Mount Ida (Juno Minerals),WA,4,2021-05-28,1232000000.0,567000000.0
335519,Southdown,WA,6,2012-02-29,1221000000.0,479100000.0
335463,Jimblebar (BHP),WA,2,2003-06-30,1193000000.0,1163500000.0
567434,Ironback Hill (Magnetite Mines),SA,3,2013-08-16,1187000000.0,1187000000.0
440149,Eagle Downs,QLD,5,2024-12-31,1181000000.0,1143000000.0
551382,Ammaroo Phosphate,NT,9,2014-12-09,1145000000.0,1084000000.0
333781,Worsley,WA,4,2016-06-30,1139000000.0,1096500000.0
334653,United,NSW,4,2021-12-31,1130000000.0,1080000000.0
447610,Lake Giles-Moonshine Magnetite (Macarthur Minerals),WA,26,2022-03-21,1117000000.0,121000000.0
333311,Wonarah,NT,11,2012-10-05,1117000000.0,404000000.0
333438,Winchester South,QLD,5,2024-08-31,1115000000.0,1100000000.0
529756,Carrapateena,SA,34,2023-06-30,1070000000.0,800000000.0
334090,Rolleston,QLD,7,2024-12-31,1060000000.0,760000000.0
335122,Burtville,WA,5,2013-12-31,1060000000.0,1915000.0
336033,Centurion,QLD,7,2024-12-31,1058000000.0,69000000.0
333580,Spinifex Ridge,WA,11,2008-07-02,1051200000.0,499924000.0
529923,Cobbora,NSW,1,2017-12-31,1050000000.0,1050000000.0
815895,Broadmeadow,QLD,5,2022-06-30,1039000000.0,1020500000.0
334863,Roy Hill,WA,2,2008-02-29,1020000000.0,510000000.0
334505,Curragh,QLD,7,2024-12-31,1018000000.0,543000000.0
334061,Christmas Creek,WA,17,2006-02-13,1016000000.0,465000000.0
601762,Caravel Copper-Calingiri,WA,16,2023-11-13,1015600000.0,256500000.0
452807,Cook (Glencore),QLD,2,2020-12-31,1010000000.0,945000000.0
334713,Mount Owen,NSW,6,2024-12-31,990000000.0,725000000.0
646632,Julia Creek Vanadium-Oil Shale (QEM),QLD,44,2022-04-07,983000000.0,652000000.0
452804,Ravensworth North,NSW,3,2023-12-31,982000000.0,760000000.0
531950,Spinifex Ridge - hematite (Moly Mines Ltd),WA,7,2013-11-30,958548000.0,7640000.0
527958,Prairie Downs_Spearhole,WA,5,2013-09-30,932000000.0,7200000.0
629077,Vecco Critical Minerals Project,QLD,5,2025-03-01,928600000.0,928600000.0
455998,Springsure Creek,QLD,1,2024-12-31,926000000.0,926000000.0
551173,Eliwana,WA,15,2023-06-30,926000000.0,753000000.0
335475,Goonyella Riverside,QLD,2,2017-06-30,911000000.0,901500000.0
865418,Western Hub,WA,6,2023-06-30,900000000.0,563500000.0
453937,Caliwingina North,WA,1,2008-02-07,875000000.0,875000000.0
597774,Dawson West,QLD,1,2018-06-30,872000000.0,872000000.0
333907,Hope Downs JV,WA,52,2020-06-30,852000000.0,380000000.0
335138,Liddell,NSW,6,2023-12-31,850000000.0,795000000.0
549408,Peak Hill Iron- (AustSino),WA,6,2013-06-30,850000000.0,364500000.0
334837,"Newlands, Suttor, Eastern (RCM), Newlands OC",QLD,10,2022-12-31,840000000.0,9500000.0
523485,Cashmere Downs (Cashmere Iron),WA,7,2024-12-31,822000000.0,192000000.0
334793,Peak Downs East,QLD,1,2016-06-30,820000000.0,820000000.0
437053,Onslow Iron,WA,28,2024-12-31,820000000.0,175800000.0
546448,Maitland River Magnetite,WA,17,2014-01-30,811000000.0,190000000.0
647319,Caval Ridge,QLD,7,2024-06-30,802000000.0,681000000.0
334838,Valeria,QLD,4,2023-12-31,790000000.0,402500000.0
601709,Appin,NSW,2,2023-06-30,774000000.0,771500000.0
637082,Winu,WA,15,2024-12-31,741000000.0,721000000.0
513609,Beyondie Iron,WA,3,2014-02-19,714000000.0,561000000.0
648317,Saint Elmo,QLD,2,2021-12-07,705000000.0,705000000.0
534116,Yalgoo,WA,2,2015-02-16,698200000.0,571050000.0
336162,Donaldson,NSW,3,2022-12-31,690000000.0,690000000.0
335037,Giffen Well,SA,2,2012-10-17,688850000.0,464425000.0
333817,South Walker Creek,QLD,10,2024-12-31,682000000.0,397000000.0
335943,Oaky Creek,QLD,7,2024-12-31,680000000.0,600000000.0
512507,Pilbara (Flinders),WA,3,2010-05-20,658400000.0,511000000.0
815731,Gonneville,WA,6,2024-04-23,652900000.0,652900000.0
335903,Tahmoor,NSW,2,2017-12-31,650000000.0,650000000.0
335362,Northparkes,NSW,51,2023-12-31,628100000.0,87200000.0
514536,Cobar and Mainline,NSW,14,2009-09-30,627000000.0,39500000.0
876555,Allaru,QLD,3,2022-01-31,618000000.0,58000000.0
334441,Mount Thorley,NSW,6,2024-12-31,600000000.0,425000000.0
335234,Cawse Extended,WA,5,2008-07-31,595000000.0,84100000.0
333705,Maules Creek,NSW,5,2024-08-31,590000000.0,567000000.0
333596,Mount Elliott,QLD,12,2013-06-30,570000000.0,236500000.0
550655,Snaefell,SA,2,2012-03-01,569000000.0,384500000.0
550699,Mount Alexander Magnetite,WA,5,2015-06-30,565700000.0,535100000.0
449778,Yogi-Yalgoo,WA,6,2013-06-30,552000000.0,500000000.0
335888,Maxwell,NSW,1,2024-06-30,530000000.0,530000000.0
335840,Telfer,WA,91,2023-06-30,530000000.0,61900000.0
527968,Magnetite Range (Accent Resources),WA,6,2024-06-30,523300000.0,478900000.0
336224,Driffield,VIC,1,2005-12-31,520000000.0,520000000.0
576112,Olary Iron,SA,2,2014-03-06,510000000.0,510000000.0
437422,Balla Balla,WA,26,2012-09-24,501900000.0,456000000.0
333501,Vickery,NSW,2,2024-08-31,501000000.0,368000000.0
336032,New Acland,QLD,3,2024-05-31,499000000.0,494000000.0
334227,Grosvenor,QLD,4,2023-12-31,494400000.0,457850000.0
334089,Bengalla,NSW,5,2024-05-31,492000000.0,381000000.0
336126,Saraji South,QLD,4,2024-06-30,491000000.0,490500000.0
579404,Kimba Gap,SA,2,2014-07-29,487100000.0,487100000.0
334638,Savage River (Grange Resources),TAS,65,2024-12-31,485000000.0,120200000.0
568148,Davidson Creek (Atlas Iron),WA,18,2024-12-31,476300000.0,70900000.0
333792,Mitchells Flat,NSW,1,2016-12-31,470000000.0,470000000.0
336234,Mount Keith,WA,22,2024-06-30,466000000.0,32000000.0
333911,Eulogie,QLD,4,2014-09-30,465000000.0,465000000.0
547719,Victory Bore Vanadium,WA,14,2023-12-05,464600000.0,192900000.0
336047,Yallourn,VIC,1,2006-12-31,463000000.0,463000000.0
557427,Hume,NSW,2,2021-08-31,451100000.0,451100000.0
335288,Barrambie,WA,39,2024-12-31,448844000.0,65200000.0
335559,Yakabindie,WA,8,2024-06-30,440000000.0,386000000.0
333869,Paradise South,QLD,1,2011-12-31,436500000.0,436500000.0
927994,Esmeralda Graphite Project,QLD,1,2024-12-01,434500000.0,434500000.0
335852,Koolanooka (Sinosteel Midwest Corp),WA,9,2007-05-29,430000000.0,1970000.0
333873,Mount Isa (Pb-Zn-Ag orebodies),QLD,87,2024-06-30,427800000.0,41300000.0
815830,Capcoal open-cut,QLD,4,2023-12-31,427000000.0,387450000.0
815841,Dendrobium,NSW,2,2023-06-30,427000000.0,423000000.0
335423,Mount Margaret (Including Marshall Pool),WA,32,2002-06-30,418000000.0,212000000.0
651745,Briggs,QLD,3,2023-07-06,415000000.0,415000000.0
925233,Lilyvale,QLD,6,2014-10-30,410000000.0,410000000.0
335659,Moranbah North,QLD,4,2023-12-31,408400000.0,393900000.0
528109,Yerecoin Iron,WA,7,2014-06-30,404000000.0,130800000.0
515197,Irvine Island (Pluton Resources),WA,20,2013-10-31,404000000.0,175000000.0
870387,Lindfield,QLD,10,2024-05-10,391000000.0,363000000.0
335478,Mount Nicholas,WA,3,2005-03-31,390000000.0,96000000.0
335492,Ravensthorpe (First Quantum Minerals),WA,31,2024-12-31,389000000.0,279800000.0
335548,Weld Range Nickel,WA,6,2013-09-01,385300000.0,385300000.0
333975,Western Ridge,WA,1,2002-06-30,376000000.0,376000000.0
334340,Collinsville,QLD,13,2024-12-31,365000000.0,295000000.0
551167,Die Hardy,WA,1,2011-11-16,352500000.0,352500000.0
548731,Penryhn,SA,1,2016-06-30,352400000.0,352400000.0
335590,Batman,NT,8,2013-05-29,352043000.0,284947000.0
927500,Boda,NSW,4,2023-12-14,349000000.0,291000000.0
546514,Hamersley Iron,WA,18,2024-06-06,343300000.0,75850000.0
434546,Nebo-Babel,WA,23,2024-06-30,339000000.0,50100000.0
333685,D-Tree,QLD,3,2009-05-14,339000000.0,170000000.0
545423,Bungalow Magnetite,SA,6,2016-06-30,338100000.0,88500000.0
626637,Fairhill,QLD,1,2017-03-01,337040000.0,337040000.0
333564,Murrin Murrin,WA,28,2024-12-31,335000000.0,14200000.0
333503,Greenbushes,WA,3,2011-03-31,335000000.0,72400000.0
336187,Youanmi Vanadium (Venus Metals),WA,4,2015-02-06,330600000.0,330600000.0
334189,Constance Range,QLD,5,2011-09-30,330000000.0,131949999.99999999
435553,Rocklands,QLD,15,2013-11-29,328000000.0,272000000.0
453940,"Hope Downs 5,6",WA,1,2008-05-12,325000000.0,325000000.0
444537,Narrabri,NSW,6,2024-08-31,323000000.0,276000000.0
568979,Roper River Iron,NT,7,2013-06-30,320000000.0,120000000.0
336288,McPhee Creek,WA,8,2014-06-30,316100000.0,246830000.0
600190,Gloucester,NSW,5,2023-12-31,316000000.0,313000000.0
559653,Arganara,NT,1,2012-08-15,310000000.0,310000000.0
529299,Hillside,SA,43,2022-12-14,305000000.0,22000000.0
568352,Grants Iron Ore,SA,3,2014-10-29,304000000.0,304000000.0
525797,Red Rock (Glencore),QLD,2,2017-12-31,300700000.0,300400000.0
336127,Middleback Ranges,SA,44,2015-06-30,300000000.0,91100000.0
333321,Hawkwood,QLD,8,2014-09-30,300000000.0,103700000.0
550778,Blacksmith,WA,37,2024-05-01,295000000.0,82400000.0
815837,Open Pit (Mount Isa),QLD,12,2024-06-30,291000000.0,272500000.0
549365,Fusion Magnetite,SA,25,2015-09-17,289400000.0,135000000.0
568313,Miaree magnetite,WA,2,2016-06-30,286000000.0,231500000.0
335473,Cowal,NSW,20,2023-12-31,285100000.0,117308198.5
334523,Young Nickel (Jervois Mining),NSW,14,2015-01-12,280000000.0,167000000.0
335549,Marsden,NSW,12,2014-12-31,277000000.0,220500000.0
335631,Maroochydore,WA,19,2025-01-31,273150000.0,43100000.0
335557,Mount Weld,WA,15,2012-01-18,273000000.0,9874000.0
333422,Newstan,NSW,3,2024-11-18,270000000.0,269000000.0
335267,Ashton,NSW,9,2024-12-31,270000000.0,265000000.0
927501,Kaiser,NSW,2,2023-12-14,270000000.0,270000000.0
334242,Kalgoorlie (Super Pit),WA,19,2014-12-31,264400000.0,130600000.0
334460,Argyle,WA,15,2013-12-31,262900000.0,195700000.0
512503,Iron Valley (BC Iron),WA,27,2022-06-30,259100000.0,159700000.0
454039,Davidson Creek (FerrAus-Atlas),WA,9,2011-07-13,257800000.0,114400000.0
334019,Middlemount,QLD,7,2024-12-31,251000000.0,229000000.0
335634,Wilpinjong,NSW,6,2024-12-31,251000000.0,196200000.0
334916,Honeymoon Well - (Laterite),WA,2,1999-12-31,250000000.0,250000000.0
923577,North Stanmore,WA,7,2024-07-16,250000000.0,235150000.0
567681,Dandaragan Potash Project,WA,10,2015-06-03,250000000.0,120000000.0
549801,Buckland-Bungaroo South,WA,26,2014-06-04,248300000.0,16450000.0
335652,Mount Mulgine Project,WA,9,2021-01-29,247000000.0,247000000.0
333857,Ministers North,WA,6,2009-06-30,244000000.0,240000000.0
335859,SWAN,QLD,4,2013-06-30,242900000.0,142940000.0
334559,Windimurra (Atlantic),WA,8,2013-10-24,242600000.0,98650000.0
547724,Buckland Hills,WA,1,2011-08-02,241600000.0,241600000.0
467260,Whitewash,QLD,9,2011-05-30,241000000.0,68500000.0
333821,Roper Bar,NT,25,2014-07-17,239500000.0,90700000.0
569181,Hickman (Atlas Iron),WA,9,2014-06-30,239100000.0,11000000.0
335294,Gabanitha,WA,55,2024-05-07,239000000.0,173300000.0
440151,Yamala,QLD,2,2022-05-31,237000000.0,237000000.0
333688,George Fisher,QLD,187,2024-12-31,235800000.0,54400000.0
569089,Extension Hill Magnetite (Asia Iron Australia Ltd),WA,2,2004-08-31,230000000.0,115000000.0
569952,Felicitas,WA,7,2014-09-23,228000000.0,218700000.0
336201,Bulong,WA,24,2007-06-30,227200000.0,4100000.0
336075,Austar,NSW,3,2021-12-31,225000000.0,220000000.0
513704,Kingaroy (South Burnett),QLD,1,2014-07-24,221200000.0,221200000.0
336287,Boolgeeda Creek,WA,1,2003-12-31,220000000.0,220000000.0
334859,Hawks Nest (Peak Iron),SA,25,2011-07-21,220000000.0,26700000.0
335678,Witchelina,SA,1,2002-06-30,216700000.0,216700000.0
334378,Wingellina (NICO Resources),WA,24,2024-08-28,216474000.0,187400000.0
333675,Prominent Hill,SA,96,2023-06-30,215200000.0,68250000.0
815832,Glendell,NSW,5,2022-12-31,210000000.0,195000000.0
444544,Carborough Downs,QLD,1,2017-10-26,210000000.0,210000000.0
334679,Yarrabee,QLD,6,2024-12-31,210000000.0,133000000.0
334839,Groote Eylandt,NT,34,2024-06-30,207900000.0,127000000.0
456001,Arcturus,QLD,1,2024-12-31,206300000.0,206300000.0
636174,Toolebuc Vanadium Project,QLD,4,2022-11-01,206200000.0,144950000.0
335864,Roper Valley,NT,16,2013-01-31,203000000.0,46000000.0
335741,Gove,NT,8,2024-12-31,201900000.0,191000000.0
597779,Blackall (EPC 1398),QLD,1,2014-07-10,200000000.0,200000000.0
335102,Pinarra Well,WA,1,2003-12-31,200000000.0,200000000.0
335897,Dawsonvale,QLD,1,1970-12-31,200000000.0,200000000.0
334918,Claytons Hammer,WA,2,2005-03-31,198000000.0,133650000.0
858536,Gundyer,QLD,2,2023-12-31,197800000.0,197800000.0
335406,Hope Downs 4,WA,1,2008-02-07,195000000.0,195000000.0
333587,McArthur River,NT,75,2024-06-30,194000000.0,138000000.0
351641,Kalkaroo,SA,19,2018-03-07,193300000.0,70000000.0
925074,Leliyn,NT,1,2025-04-08,192500000.0,192500000.0
526757,Anthony,QLD,2,2011-06-20,190000000.0,130000000.0
809933,Wollombi MCM,QLD,1,2020-12-31,190000000.0,190000000.0
559522,Milo,QLD,3,2012-08-09,187000000.0,187000000.0
335308,Capricorn Copper,QLD,15,2021-12-31,185270000.0,42604000.0
576098,Parks Reef,WA,8,2024-04-01,183000000.0,183000000.0
334058,Leinster,WA,30,2024-06-30,180400000.0,18750000.0
334550,Prospect Ridge Magnesite,TAS,2,2009-12-31,180000000.0,101600000.0
551177,Flying Fish,WA,9,2023-06-30,175000000.0,146000000.0
335424,Ridgeway,NSW,40,2014-12-31,173110000.0,77500000.0
335760,Copper Hill,NSW,16,2015-03-24,173000000.0,132750000.0
334880,Poitrel,QLD,6,2024-12-31,173000000.0,154500000.0
334468,Eastern Range (Rio),WA,26,2020-06-30,173000000.0,76000000.0
333969,Admiral Bay,WA,20,2022-06-30,170000000.0,96700000.0
598100,Wollombi,QLD,4,2017-12-31,168000000.0,136500000.0
335486,Coppabella,QLD,5,2024-12-31,165800000.0,162360000.0
644986,Paraburdoo-Western Range (Rio Tinto),WA,18,2021-12-31,165000000.0,78500000.0
597769,Gunnedah Project,NSW,2,2014-08-27,164000000.0,153500000.0
334472,Wodgina,WA,3,2003-06-30,162200000.0,86500000.0
513611,Mount Peake (Tivan),NT,21,2024-06-30,162000000.0,160000000.0
334972,Daunia,QLD,6,2024-08-31,161000000.0,128500000.0
545421,Carrow Magnetite,SA,3,2014-06-30,159200000.0,159200000.0
456014,Railway,WA,2,2009-09-21,158100000.0,134700000.0
568371,Ophthalmia,WA,14,2014-11-14,157600000.0,82250000.0
547773,Canegrass Magnetite (Flinders Mines),WA,40,2023-11-20,157000000.0,59000000.0
333421,Angus Place,NSW,2,2024-11-18,155000000.0,155000000.0
334135,Mandalong,NSW,6,2024-11-18,154300000.0,143500000.0
455893,Yiddah,NSW,6,2012-03-02,153000000.0,107100000.0
335266,Koolyanobbing,WA,9,2016-12-31,151900000.0,60800000.0
335165,Weld Range,WA,4,2008-05-12,149200000.0,132750000.0
335579,Nifty,WA,12,2016-03-31,148300000.0,40050000.0
335954,Goondicum,QLD,10,2006-06-30,148012000.0,65906000.0
549410,Maldorky,SA,3,2014-10-29,147800000.0,147800000.0
437048,Wiluna West,WA,15,2024-06-30,147700000.0,123800000.0
333388,Ranger,NT,14,2015-12-31,147550000.0,32305000.0
333883,Silvergrass (Rio),WA,6,2014-12-31,146000000.0,145500000.0
527920,Hercules,SA,4,2013-09-20,145600000.0,97000000.0
336237,Mount Dore,QLD,36,2012-12-31,144400000.0,108000000.0
335825,Temora Project,NSW,5,2012-03-02,142000000.0,23800000.0
333552,Clermont,QLD,7,2024-12-31,141000000.0,73000000.0
429144,Lenton,QLD,1,2024-06-30,140000000.0,140000000.0
597055,Gruyere,WA,4,2023-12-31,138880000.0,112650000.0
334810,Isaac Plains,QLD,15,2025-04-29,136000000.0,36200000.0
333566,Baralaba,QLD,2,2017-03-31,135000000.0,115900000.0
333605,Taronga,NSW,2,2024-09-01,133000000.0,133000000.0
334276,Red Dome,QLD,31,2013-10-17,131000000.0,8500000.0
859611,Havieron,WA,8,2023-12-21,131000000.0,68500000.0
333523,Wilgena Hill,SA,2,2017-05-29,130000000.0,65000000.0
335749,Honeymoon Well (BHP),WA,8,2024-06-30,128000000.0,29300000.0
550746,Perenjori Iron,WA,10,2014-04-30,128000000.0,86000000.0
603039,Earl Grey,WA,2,2016-12-05,128000000.0,128000000.0
335848,Duchess,QLD,1,2006-06-30,127000000.0,127000000.0
334978,Cawse Historic Ni Mine (Central and Extended),WA,2,2000-06-30,126600000.0,126600000.0
333982,Mungana,QLD,102,2011-10-27,123700000.0,1302000.0
600482,Siviour,SA,8,2023-09-14,123600000.0,87400000.0
335672,Blackard,QLD,8,2012-08-22,123200000.0,72700000.0
626298,Karin Basin Coking Coal Project,QLD,1,2017-05-05,123000000.0,123000000.0
334956,Karara - Blue Hills,WA,17,2013-06-30,120000000.0,2600000.0
334771,Apollo Hill,WA,4,2024-11-13,118700000.0,61450000.0
600309,Succoth,WA,1,2023-06-30,118000000.0,118000000.0
454026,Nullagine Iron,WA,13,2016-06-30,117700000.0,91900000.0
333400,"X41 Mine 500, 650, 1100 & 1900 Orebodies",QLD,16,2021-12-31,115000000.0,73000000.0
334654,Wambo,NSW,7,2024-06-30,115000000.0,5000000.0
335155,Mount Hutton,SA,2,2002-06-30,113300000.0,71650000.0
333791,Integra (Glennies Creek),NSW,7,2024-12-31,112500000.0,102000000.0
455343,Yalleen (Helix Resources),WA,3,2012-06-14,112100000.0,84300000.0
336168,Siberia,WA,22,2015-06-30,111800000.0,63900000.0
925105,Corvette-Kingswood,NSW,4,2023-07-11,110000000.0,110000000.0
448841,Tropicana Project,WA,5,2014-12-31,109600000.0,49790000.0
512516,Wodgina (Atlas Iron),WA,30,2016-06-30,109500000.0,5650000.0
600556,Oakover,WA,10,2023-03-23,109400000.0,39000000.0
334226,Clean TeQ Sunrise,NSW,4,2025-02-05,108300000.0,96000000.0
336050,Clarence,NSW,5,2024-11-18,108000000.0,100000000.0
333989,Burton,QLD,5,2024-06-30,108000000.0,65000000.0
334202,Little Eva,QLD,14,2012-05-14,108000000.0,35000000.0
336138,Bullabulling,WA,13,2014-12-31,107400000.0,4800000.0
923582,O'Connor,WA,1,2023-08-09,107000000.0,107000000.0
334994,Ernest Henry,QLD,38,2020-12-31,107000000.0,62000000.0
527931,Koodaideri South  (Hamersley Iron),WA,8,2011-08-12,106800000.0,29250000.0
334108,Sarsfield,QLD,12,2013-06-30,105851000.0,31600000.0
335378,Century,QLD,89,2023-12-31,105100000.0,6200000.0
335998,Cane River,WA,1,2003-12-31,105000000.0,105000000.0
335653,Hamersley Iron - Nammuldi,WA,10,2011-12-31,105000000.0,80000000.0
550517,Unicorn,VIC,3,2011-10-11,104800000.0,104800000.0
605918,Mungari,WA,3,2023-12-31,103900000.0,18800000.0
551400,Cohen - Zanthus,WA,1,2011-12-05,103600000.0,103600000.0
336143,"Murray Basin - Iluka (Douglas, Kulwin etc)",VIC,26,2023-12-31,102000000.0,42920000.0
512513,Gum Flat (Lincoln Minerals),SA,17,2013-10-18,101200000.0,3500000.0
335509,Unaly Hill,WA,4,1987-12-31,100000000.0,100000000.0
922839,Benmara North,NT,17,2023-11-21,100000000.0,15000000.0
333941,Siberia-Wongi Hill (Gem),WA,1,1999-06-30,100000000.0,100000000.0
333775,Jericho,WA,6,2024-06-30,99000000.0,35000000.0
620166,Gabanintha North (Technology Metals),WA,22,2022-11-07,98400000.0,60900000.0
335211,Ellendale,WA,26,2023-11-01,98100000.0,16910500.0
333664,Koolan Island (Mt Gibson),WA,30,2024-06-30,98060000.0,45300000.0
335310,King of the Hills - Tarmoola,WA,16,2023-06-30,96545000.0,6470000.0
335616,Goongarrie,WA,34,2015-06-30,96200000.0,50900000.0
526259,Turee Syncline Central (Rio Tinto),WA,7,2014-12-31,96000000.0,78000000.0
334196,Capcoal underground,QLD,5,2023-12-31,94300000.0,86700000.0
334629,Abra,WA,22,2008-05-15,93000000.0,14000000.0
335793,Ravensworth East,NSW,2,2017-12-31,92000000.0,91500000.0
333475,Moolart Well,WA,19,2014-06-30,91800000.0,11100000.0
598127,Wongai,QLD,1,2017-08-14,90000000.0,90000000.0
532918,Wandoo Bauxite Project,WA,2,2012-03-06,89400000.0,89350000.0
456428,Rocklea - Pilbara Iron,WA,12,2013-09-27,89000000.0,75740000.0
335004,Katanning Project,WA,3,2023-09-01,88906000.0,11300000.0
536579,Garden Well - Erlistoun,WA,4,2014-06-30,88800000.0,73950000.0
577565,Havana - Tropicana,WA,21,2014-12-31,88200000.0,6810000.0
334570,Bowdens,NSW,12,2012-11-19,88000000.0,63115000.0
922987,Savoy Hill,NSW,1,2023-06-30,88000000.0,88000000.0
569857,Pisolite Hills,QLD,8,2021-12-31,87300000.0,44450000.0
547777,Canegrass Vanadium,WA,6,2011-08-10,87000000.0,53500000.0
599502,Lake Purdilla (Minotaur),SA,1,2016-02-24,86800000.0,86800000.0
335553,Eneabba,WA,1,2017-12-31,86700000.0,86700000.0
551129,Unaly Hill (Surefire Resources),WA,10,2013-06-30,86200000.0,86200000.0
651701,Alford East,SA,8,2021-01-22,85300000.0,19500000.0
597061,Yarraloola Iron_Robe Mesa (Coziron),WA,12,2020-12-10,84500000.0,84500000.0
568438,Thunderbird (HMS),WA,4,2012-12-18,83400000.0,83400000.0
336170,St Ives,WA,21,2023-12-31,82800000.0,8600000.0
559631,Nameless (Fortescue),WA,2,2014-06-30,81000000.0,81000000.0
334240,Wiluna Nickel,WA,5,2023-05-01,80500000.0,73000000.0
335846,Coalstoun,QLD,1,1999-02-03,80000000.0,80000000.0
335562,Cannington,QLD,84,2022-06-30,80000000.0,39500000.0
334444,Kerrigan,WA,1,2002-06-30,80000000.0,80000000.0
815836,Enterprise Mine 3000 & 3500 Orebodies,QLD,14,2021-12-31,79000000.0,60000000.0
456463,Wonmunna Iron Ore (MinRes),WA,11,2020-09-01,78300000.0,18200000.0
518926,O'Callaghans,WA,32,2023-06-30,78000000.0,78000000.0
335075,Springvale,NSW,5,2024-11-18,77000000.0,75000000.0
334517,Murrin Murrin East,WA,2,1999-06-30,77000000.0,77000000.0
334270,Hampton,WA,8,2007-06-30,76400000.0,55350000.0
333818,Minerva,QLD,1,2024-12-31,76040000.0,76040000.0
357585,Tarrawonga,NSW,6,2024-08-31,76000000.0,64000000.0
333748,Hepi,WA,16,2024-11-01,75720000.0,5334000.0
336096,Sunrise Dam,WA,24,2023-12-31,75420000.0,14920000.0
529552,McPhillamys,NSW,4,2010-07-05,75154000.0,45972500.0
512505,Mount Oscar,WA,4,2013-06-30,75000000.0,72400000.0
627985,Railway (CobaltBlue),NSW,3,2023-11-30,74100000.0,74100000.0
335050,Dubbo Project,NSW,26,2012-12-31,73200000.0,73200000.0
334707,Airly,NSW,5,2024-11-18,73000000.0,73000000.0
334789,Commonwealth Hill,SA,2,2012-06-22,72000000.0,47000000.0
334831,Ripon Hills,WA,1,1991-05-31,71100000.0,71100000.0
452872,Bushranger,NSW,7,2020-06-01,71000000.0,27700000.0
334968,Nebo West,QLD,1,2020-06-30,71000000.0,71000000.0
869699,Coglia,WA,4,2024-03-05,70782200.0,51443150.0
334724,Mount Rawdon,QLD,16,2023-12-31,70367000.0,54726000.0
593199,Ammaroo South,NT,2,2014-06-12,70000000.0,70000000.0
335712,Eucalyptus,WA,16,2024-11-01,69845000.0,69845000.0
333545,Moorvale,QLD,7,2024-12-31,69600000.0,20000000.0
437347,Wilcherry Hill,SA,19,2021-06-30,69400000.0,7860000.0
334780,Wim 250 (Donald EL4433),VIC,10,2011-12-01,69390000.0,20250000.0
513708,Colton,QLD,1,2018-07-31,68000000.0,68000000.0
453917,Jump-up Dam,WA,4,2008-06-30,67300000.0,66450000.0
336083,West Mount Hut,SA,1,2002-06-30,67000000.0,67000000.0
513616,Mount Webber (Atlas Iron),WA,17,2016-06-30,65200000.0,32619999.999999996
334110,West Wallsend,NSW,2,2017-12-31,65000000.0,58500000.0
334683,Yanneri Ridge,WA,4,2011-12-07,64700000.0,32300000.0
525841,Blackbush,SA,4,2013-09-27,64500000.0,39650000.0
648443,Copperhead,QLD,4,2022-03-14,64000000.0,64000000.0
