ID,ACN,MatchedNames
comp_720,646203465,Charger Metals Nl
comp_721,090169154,"Glenorn Gold Pty Ltd,Redstone Resources Limited"
comp_722,110599650,"Aml Minerals Pty Ltd,Antares Metals Limited,Australasian Mining Limited,Core Coal (Nt) Pty Ltd,Core Minerals Pty Ltd,Nickelsearch Limited"
comp_723,616795245,Bryah Resources Limited
comp_724,143042022,Riedel Resources Limited
comp_725,655401675,Summit Minerals Limited
comp_726,621103535,"Pearl Gull Iron Limited,Pearl Gull Limited,Pearl Gull Pty Ltd"
comp_727,072871133,"Adex Holdings Limited,Central Iron Ore Limited,Golden Heritage Limited,Golden Heritage Mining N.L.,Intercoal Limited,International Gold Mining Limited,Internickel Limited"
comp_728,125943240,"Corella Resources Ltd,Exoma Energy Limited,Exoma Energy Pty Ltd,Sinetech Limited,The Gruden Group Ltd"
comp_730,000307988,"H. Oldfield & Son Holdings Ltd,Oldfields Holdings Ltd"
comp_731,651636065,"Mann Metals Pty Ltd,Stelar Metals Limited,Stelar Metals Pty Ltd"
comp_732,085806284,"Auris Minerals Limited,Namakwa Diamond Company Nl,Resource And Investment Nl,Rni Nl"
comp_733,009147924,"Adultshop.Com Limited,Delecta Limited,Kestrel Mining N.L.,Moab Minerals Limited,Western Minerals N.L."
comp_734,637198531,"Premier1 Lithium Limited,Sensore Australia Ltd.,Sensore Ltd."
comp_735,113452896,Activex Limited
comp_736,659090338,"South-East Queensland Exploration Limited,Sqx Resources Limited"
comp_737,635359965,"Miramar Holdings Pty Ltd,Miramar Resources Limited"
comp_738,060369048,"Hapwil Pty Ltd,Hydrix Limited,Panorama Synergy Ltd,St Synergy Limited"
comp_739,147324847,"Baru Resources Limited,Discovery Africa Limited,Discovery Alaska Limited"
comp_740,009121644,"Ascot Mining N.L.,Chile Minera Nl,Fin Resources Limited,Interchrome N.L.,M Health Limited,Merlin Mining N.L.,Metabolism Health Limited,Monitor Energy Limited,Monitor Holdings Ltd,Mustang Group Limited,Orca Energy Limited,Timemac Solutions Limited"
comp_741,115857988,"Rbr Group Limited,Regent Resources Limited,Rubicon Resources Limited"
comp_742,119904880,Dart Mining Nl
comp_744,141335364,Aruma Resources Limited
comp_745,092304964,"Axg Mining Limited,Mount Ridley Mines Limited,Wrf Land Co Limited"
comp_746,655560740,Regener8 Resources Nl
comp_747,648187651,"Omnia Metals Group Ltd,Omnia Metals Group Pty Ltd"
comp_748,113025808,Accent Resources Nl
comp_749,143303388,"Avenue Resources Ltd,Harvest Minerals Ltd,Triumph Tin Limited"
comp_750,614676578,"Panther Metals Ltd,Panther Metals Pty Ltd,Parthian Resources Pty Ltd"
comp_751,149582687,"Boa Resources Ltd,Boadicea Resources Ltd,Boadicea Resources Pty Ltd"
comp_752,644548434,"M3 Metals Limited,M3 Mining Limited"
comp_753,149390394,"Apc Minerals Limited,Australian Potash Limited,Goldphyre Resources Limited,Goldphyre Resources Pty Ltd"
comp_754,122957322,"Aus Tin Mining Ltd,Ausnico Limited,Ausnico Pty Ltd,Clara Resources Australia Ltd,D'Aguilar Nickel Pty Ltd"
comp_755,131715645,"Avira Energy Limited,Avira Resources Ltd,Mgt Resources Limited,Mono Resources Ltd"
comp_756,059326519,"Burdekin Pacific Limited,Burdekin Resources Limited,Burdekin Resources Nl,Nt Minerals Limited,Redbank Copper Limited,Redbank Mines Limited"
comp_757,635895082,"Westar Resources Group Limited,Westar Resources Limited"
comp_758,640432819,"Dundas Minerals Limited,Dundas Minerals Pty Ltd,Tim'S Find Pty Ltd"
comp_759,147948883,"Bastion Minerals Limited,Comet Exploration Limited,Comet Exploration Pty Ltd"
comp_760,119057457,"Conico Ltd,Fission Energy Ltd"
comp_761,623652522,Sultan Resources Ltd
comp_762,119641986,"Mcs Services Limited,Michaelmass37 Pty Ltd,Red Gum Resources Limited,Red Gum Resources Pty Ltd"
comp_765,669938550,Newmont Corporation
comp_785,677586935,Alcoa Corporation
comp_1577,009475398,"Anglo Pacific Group Plc,Anglo Pacific Resources Plc,Ecora Resources Plc"
comp_1580,052468569,"Baracus Services Pty Ltd,Berkeley Energia Limited,Berkeley Energy Limited,Berkeley Resources Limited,Berkeley Resources Pty Ltd,Berkley Diamonds And Resources Pty Ltd,Project Constructions (Australia) Pty. Ltd."
comp_1587,681342334,Ariana Resources Plc
comp_1597,637138204,Helium One Global Ltd
comp_1633,127446271,"Phoenix Copper Limited,Pnx Metals Limited"
comp_1634,129493714,"Ecr Minerals Plc,Electrum Resources Plc,Mercator Gold Plc"
comp_1641,121117673,"Thor Energy Plc,Thor Mining Plc"
comp_1736,103482846,Meisei Industrial Co Ltd
comp_1755,611853519,Shinsho Corporation
comp_1916,124980187,Oceanagold Corporation
comp_1969,686478875,Orezone Gold Corporation
comp_1979,682762723,Robex Resources Inc
comp_1985,689204546,Rio2 Limited
comp_2213,163520170,Lion One Metals Limited
comp_2246,146530378,"Ascot Resources Limited,Epic Resources Limited"
comp_2347,114013624,"Fortune Minerals Limited,Indochina Minerals Limited,Recana Minerals Limited"
comp_2390,645457763,Kincora Copper Limited
comp_2395,655401684,Juggernaut Exploration Limited
comp_3119,623650304,Global Energy Metals Corporation
comp_3132,603383295,Vendetta Mining Corp
comp_3441,606851245,L&T Technology Services Limited
comp_3450,669966358,Kalpataru Projects International Limited
comp_3464,113646012,"Cyient Limited,Infotech Enterprises Limited"
comp_4239,159554686,Tecnicas Reunidas Sa
comp_4287,083463058,"Zimbabwe Platinum Mines Limited,Zimplats Holdings Limited"
comp_4335,652996015,Vulcan Steel Limited
comp_4532,007497869,Bougainville Copper Limited
comp_4564,143211867,"Brockman Mining Limited,Wah Nam International Holdings Limited"
comp_4576,081028337,Om Holdings Limited
comp_4603,125679469,"Bathurst Resources Limited,Bathurst Resources Pty Ltd,Br Coal Pty Ltd"
comp_4970,009474702,"Heritage Gold Nz Limited,Heritage Mining No Liability,New Talisman Gold Mines Limited"
comp_5084,639599554,"Flagship Minerals Limited,Pan Asia Metals Limited"
comp_5123,669610137,Cleantech Lithium Plc
comp_5270,619330648,"Croplogic Limited,Olympio Metals Limited"
comp_5485,152971821,"Feore Limited,Sagalio Energy Limited"
comp_5593,008519319,"Bhp Billiton Finance Limited,Bhp Finance Limited"
comp_5594,006714585,"Caterpillar Finance Australia Limited,Caterpillar Financial Australia Limited,Shenval Limited"
comp_5595,005683625,"Newcrest Mining Limited,Newmont Australia Limited,Newmont Holdings Limited,Newmont Holdings Pty. Ltd."
comp_5596,004482982,"Cimic Group Limited,Leighton Contractors Limited,Leighton Contractors Proprietary Limited,Leighton Holdings Limited"
comp_5598,004184598,"Bhp Billiton Nickel West Pty Ltd,Bhp Nickel West Pty Ltd,Western Mining Corporation Limited,Wmc Resources Ltd"
comp_5599,112589910,"Allkem Limited,Allkem Pty Ltd,Orocobre Limited"
comp_5601,005482824,"Golden Plateau No Liability,Oxiana Limited,Oxiana Resources N.L.,Oz Minerals Limited,Oz Minerals Pty Ltd"
comp_5603,004820419,"Alumina Limited,Alumina Pty Ltd,Western Mining Corporation Holdings Limited,Westminer Investments Limited,Westminer Investments Proprietary Limited,Wmc Limited"
comp_5605,000484417,"Australian Cranes & Transport Ltd,Australian Cranes & Transport Pty. Limited,Broadspectrum Limited,Broadspectrum Pty Ltd,Transfield Infrastructure (Holdings) Pty Limited,Transfield Services Limited"
comp_5606,008416760,"Coal & Allied Industries Limited,Coal & Allied Industries Pty Ltd"
comp_5607,096001955,"Macarthur Coal Ltd,Peabody Energy Australia Pci Ltd,Peabody Energy Australia Pci Pty Ltd"
comp_5609,011065160,"Bruce Resources N.L.,Pan Australian Resources Limited,Pan Australian Resources N.L.,Panaust Limited"
comp_5612,008881712,"Centenary International Ltd,Centenary International Mining Ltd,Centenary International Pty Ltd,Centenary Nominees Pty Ltd,Cim Resources Ltd,Gloucester Coal Ltd,Gloucester Coal Pty Ltd"
comp_5614,108779782,Silver Lake Resources Limited
comp_5615,070140251,"Mtct Services Pty Limited,Ogm Pty Ltd,Total Asset Management Services Pty Ltd,Ugl Pty Ltd,Ugl Solutions Pty Limited,United Group Pty Ltd,United Industries Group Pty Ltd,United Kg Asset Management Pty Ltd"
comp_5617,007519646,"Infrabuild Trading Pty Ltd,Onesteel Trading Limited,Onesteel Trading Pty Limited,Tubemakers Of Australia Limited"
comp_5618,092002769,"Aquila Resources Limited,Aquila Resources Pty Ltd"
comp_5620,144745782,Maca Limited
comp_5621,002818699,"Eureka Capital Partners Ltd,Excel Coal Limited,Excel Mining Ltd,Peabody Australia Mining Limited,Peabody Australia Mining Pty Ltd,Resource Finance Associates Pty Ltd,Resource Finance Corporation Ltd,Vickers Boettcher Massy-Greene Pty Ltd"
comp_5622,129361208,"Aston Resources Limited,Aston Resources Pty Ltd"
comp_5623,107488200,"Oceana Gold Limited,Oceana Gold Pty Ltd"
comp_5624,075071537,Burswood Limited
comp_5626,091049357,"Igo Forrestania Limited,Western Areas Limited,Western Areas N.L."
comp_5628,151691468,"Malabar Coal Limited,Malabar Coal Pty Ltd,Malabar Resources Limited,Sh2 Holdings Pty Ltd"
comp_5630,008678813,"Clough Limited,J.O. Clough & Son Limited,J.O. Clough & Son Pty Ltd"
comp_5631,008988583,"Kagara Limited,Kagara Ltd,Kagara Pty Ltd,Kagara Zinc Ltd"
comp_5632,010720117,"Gps Online Limited,Gps Online.Com Limited,Gps Online.Com Pty Ltd,Hamilhaven Pty. Ltd.,Industrea Limited,Industrea Pty Ltd"
comp_5634,126398276,"Barholdco Pty Limited,Barminco Holdings Pty Limited"
comp_5635,009193695,"Artech Exploration N.L.,Perilya Limited,Perilya Mines N.L."
comp_5636,107912550,"Anvil Mining Limited,Dikulushi Resources Limited"
comp_5638,638065068,"Goulamina Holdings Pty Ltd,Leo Lithium Limited,Leo Lithium Pty Ltd"
comp_5640,005466964,"Ashton Mining Limited,Ashton Mining N.L.,Ashton Mining Pty Limited,Ashton Mining Pty Ltd"
comp_5641,117085748,"Salt Lake Potash Limited,Wildhorse Energy Limited"
comp_5642,622581935,"Dra Global Limited,Minnovo Global Limited"
comp_5644,118153825,"Base Resources Limited,Liontown Resources Limited"
comp_5645,071976442,"Galaxy Resources Limited,Galaxy Resources Nl,Galaxy Resources Pty Ltd"
comp_5647,636677088,Ddh1 Limited
comp_5649,142165080,"Attila Resources Limited,New Century Resources Limited,New Century Resources Pty Ltd,Sibanye Stillwater Australia Operations Pty Ltd"
comp_5653,007626575,"Jervois Global Limited,Jervois Mining Limited,Jervois Mining N.L.,Jervois Sulphates (N.T.) Limited"
comp_5655,143493118,"Tietto Minerals Limited,Tietto Minerals Pty Limited,Tietto Minerals Pty Ltd"
comp_5656,091158593,"Australian Heritage Group Limited,Mineral Securities Limited,Mineral Securities Operations Limited,Mineral Securities Operations Pty Ltd"
comp_5657,112287797,"Norton Gold Fields Limited,Norton Gold Fields Pty Ltd"
comp_5659,110396168,"Atlas Exploration Limited,Atlas Gold Limited,Atlas Iron Limited,Atlas Iron Pty Ltd"
comp_5660,616317778,Galena Mining Limited
comp_5662,008737424,"Acacia Resources Limited,Anglogold Ashanti Australia Limited,Anglogold Australasia Limited,Anglogold Australia Limited,Billiton Australia Gold Limited,Billiton Australia Gold Pty Ltd,Windarra Nickel Mines Pty Ltd"
comp_5665,149028142,Resource Development Group Limited
comp_5666,090603642,"Gunson Resources Limited,Strandline Resources Limited"
comp_5667,108547413,"Finders Capital Ltd,Finders Resources Limited,Finders Resources Pty Ltd"
comp_5668,064874620,"Auschina Corp Limited,Barton Capital Holdings Limited,Bowen Coking Coal Limited,Cabral Resources Limited,Rimcapital Limited"
comp_5669,064377420,"Dreadnought Mining N.L.,Md 064 377 420 Pty Ltd,Mineral Deposits Limited,Nimbus Resources Nl"
comp_5671,009150083,"Croesus Mining N.L.,Igo Nova Holdings Pty Ltd,Independence Nova Holdings Pty Ltd,Sirius Resources Nl,Sirius Resources Pty Ltd"
comp_5674,000317251,"Australian Mining Investments Ltd,Cudeco Limited,Prasby Industries Ltd,Prasby Securities Ltd"
comp_5675,613822165,"Iluka International (West Africa) Pty Ltd,Sierra Rutile Holdings Limited,Sierra Rutile Holdings Pty Ltd"
comp_5676,125222291,"Beadell Resources Ltd,Beadell Resources Pty Ltd,Gibson Resources Ltd"
comp_5677,003835112,"Coffey International Limited,Coffey International Pty Ltd,Coffey Partners Holdings Limited"
comp_5678,071349249,"Fin Investments Pty Ltd,Rubimail Pty Ltd,Smc Gold Limited,Smc Operations Pty Ltd,Tamaya Resources Limited"
comp_5679,100255623,"Calibre Global Pty Ltd,Calibre Group Limited,Calibre Group Pty Ltd,Calibre Projects Pty Ltd,Conmas Group Pty Ltd"
comp_5680,107689878,"Chinova Ltd,Chinova Pty Ltd,Chinova Resources Pty Ltd,Inova Resources Limited,Ivanhoe Australia Limited,Ivanhoe Australia Newco Pty Limited,Ivanhoe Australia Pty Limited"
comp_5681,095792288,"Panoramic Resources Limited,Sally Malay Mining Limited"
comp_5682,088471667,"Sedgman Limited,Sedgman Maintenance Industries Pty. Ltd.,Sedgman Pty Limited,Sedgman Pty Ltd,Sedgman Services Pty Ltd,Sedgman Services Three Pty Ltd"
comp_5683,011057837,"Ausenco Limited,Ausenco Pty. Ltd.,Ausenco Services Limited,Ausenco Services Pty Ltd,Duxmist Pty. Ltd."
comp_5686,004434904,"Avon Resources Ltd,B.M.A. International Limited,Buildmat (Australia) Limited,Copperco Limited,Simalex Holdings Proprietary Limited,Simalex Limited,Simalex Proprietary Limited,Towarnie Limited,Towarnie Minerals Limited,Triton Corporation Limited,Triton Resources Limited"
comp_5688,008124025,"Bourse Limited,Morning Star Holdings (Australia) Limited,Qmetco Limited,Qmetco Pty Ltd,Realm Resources Limited"
comp_5690,099377849,"Medusa Mining Limited,Ten Sixty Four Limited"
comp_5691,063656333,"Vietnam Industrial Investments Limited,Vietnam Industrial Investments Pty Ltd"
comp_5692,060235145,"Equigold Nl,Equigold Pty Ltd,Lgl Mount Rawdon Operations Pty Ltd"
comp_5694,000001365,"J C Ludowici & Son Ltd,Ludowici Limited,Ludowici Pty Limited"
comp_5699,077110304,"Tiger Resources Limited,Tiger Resources Nl"
comp_5700,146752561,Tigers Realm Coal Limited
comp_5702,093278436,"Integra Mining Limited,Relode Limited,Relode Pty Ltd,Relode Resources Pty Ltd,Silver Lake (Integra) Pty Limited"
comp_5704,068263098,"Heron Resources Limited,Heron Resources Nl,Heron Resources Pty Ltd"
comp_5706,138978631,"Doray Minerals Limited,Silver Lake (Doray) Pty Ltd"
comp_5707,120284040,"Kangaroo Metals Limited,Kangaroo Resources Limited,Kangaroo Resources Pty Ltd,Kangaroo Tin Limited,Kangaroo Tin Pty Ltd"
comp_5708,125176703,"Avonlea Minerals Limited,Avz Minerals Limited"
comp_5711,108161593,Mirabela Nickel Limited
comp_5712,094543389,"Adamus Resources Limited,Adamus Resources Pty Limited"
comp_5713,607260328,"Lithium Power International Limited,Lithium Power International Pty Ltd"
comp_5714,122301848,"Western Desert Resources Ltd,Western Desert Resources Pty Ltd"
comp_5715,149490353,"Allegiance Coal Limited,Atlit Coal Limited"
comp_5716,126379646,"Avanco Resources Limited,Avanco Resources Pty Ltd"
comp_5720,009125197,"Gallery Gold Limited,Gallery Gold Nl,Gallery Gold Pty Limited,Gallery Resources N.L.,New Australian Resources N.L."
comp_5722,103515037,"Aditya Birla Minerals Limited,Birla Mineral Resources Limited,Birla Mineral Resources Pty Ltd,Cupric Limited,Cupric Pty Ltd,Paterson Copper Pty Ltd"
comp_5725,142485470,"Austral Resources Australia Ltd,Austral Resources Australia Pty Ltd,Cst Minerals Australia Pty Ltd,Cst Minerals Pty Ltd"
comp_5727,112917905,"Esplanade Capital Group Ltd,Swick Mining Services Ltd,Swick Mining Services Pty Ltd"
comp_5729,073099171,"Adelong Capital Limited,Adelong Consolidated Gold Mines Ltd,Adelong Consolidated Gold Mines Nl,Adelong Gold Nl,Coral Sea Petroleum Ltd,Kimberley Resources Nl,Orchid Capital Ltd,Pyx Resources Limited,South Pacific Resources Ltd"
comp_5730,113931105,"Birimian Gold Limited,Birimian Limited,Eagle Eye Metals Limited,Firefinch Limited,Mali Lithium Limited"
comp_5733,008672071,"Clackline Limited,Clackline Refractories Limited,Herald Resources Limited,Herald Resources Pty Ltd"
comp_5735,107541453,Vector Resources Limited
comp_5740,093417942,Platinum Australia Limited
comp_5741,009558865,"American Asset Management Limited,American Corporate Limited,Pirie Capital Limited,Sausage Software Limited,Sms Management & Technology Limited"
comp_5742,131405144,"Latin Resources Limited,Latin Resources Pty Ltd"
comp_5743,003257556,"Cloncurry Mining Company Nl,Millennium Minerals Limited,Millennium Minerals Pty Ltd,Pegasus Mines N L,Wedgetail Exploration Nl,Wedgetail Mining Limited"
comp_5744,122919948,"Envirosuite Limited,Pacific Environment Limited"
comp_5746,114561732,"Boomerang Resources Pty Limited,Plouton Resources Pty Limited,Pluton Resources Limited"
comp_5751,105979646,"Apex Platinum Limited,Nkwe Platinum Limited"
comp_5752,009074588,"Bgd Corporation Ltd,Boulder Gold N.L.,Boulder Group Nl,Boulder Steel Ltd,Zenitas Healthcare Limited,Zenitas Healthcare Pty Ltd"
comp_5754,114702831,"Coalworks Limited,Shield Energy Ltd"
comp_5755,121964725,"Aeon Metals Limited,Aussie Q Resources Limited"
comp_5756,126634606,"Aurora Metals Limited,Consolidated Tin Mines Limited"
comp_5757,100796754,Red River Resources Limited
comp_5758,080339671,"Exco Resources Limited,Exco Resources N.L.,Exco Resources Pty Limited"
comp_5760,150791290,"Awak Mas Holdings Pty Ltd,Nusantara Resources Limited"
comp_5761,008894442,"Adavale Oil N.L.,Ashburton Minerals Ltd,Ashburton Minerals Nl,Lepidico Ltd,Magnet Petroleum Australia N.L.,Offshore Diamond Mines N.L.,Platypus Minerals Ltd,Zephyr Minerals N.L."
comp_5762,124562849,"Dgo Gold Limited,Dgo Gold Pty Ltd,Drummond Gold Limited"
comp_5764,091118044,"Flinders Diamonds Limited,Flinders Mines Limited,Red Hawk Mining Limited,Red Hawk Mining Pty Ltd"
comp_5765,087480902,"Abelle Limited,Abelle Pty Ltd,Abelle Pty. Ltd."
comp_5767,147393735,"Alita Resources Limited,Alliance Mineral Assets Limited,Hrm Resources Australia Ltd"
comp_5769,009134847,"Airboss Limited,Altrack Limited,Altrack Pty Ltd,Celerity Shelf Co. (No. 53) Pty. Ltd.,Sea Fish Pty Ltd,Sphere Investments Limited,Sphere Minerals Limited,Sphere Minerals Pty Limited"
comp_5770,009193999,"Copperfield Gold N.L.,Deep Valley Mines N.L.,New Hampton Goldfields Limited,New Hampton Goldfields N.L.,New Hampton Goldfields Pty Ltd"
comp_5771,101250739,"Agincourt Resources Limited,Oxiana Wiluna Limited,Oxiana Wiluna Pty Ltd,Oz Minerals Wiluna Pty Ltd,Wiluna Exploration Pty Ltd,Wiluna Operations Ltd"
comp_5772,109492373,"Australian Solomons Gold Limited,Australian Solomons Gold Pty Limited,Australian Solomons Gold Pty Ltd"
comp_5773,060525206,"Niagara Mining Limited,Poseidon Nickel Limited,Poseidon Nickel Pty Limited,Renewable Investments Limited,Wells Fargo Gold Nl,Wells Gold Corporation Limited,Wells Gold Corporation N.L."
comp_5776,106793560,"Aurox Resources Ltd,Aurox Resources Pty Ltd"
comp_5780,648396687,"Australian Kaolin Ltd,Australian Kaolin Pty Ltd,Industrial Minerals Australia Limited"
comp_5781,062841007,"Eastern Aluminium Limited,Eastern Aluminium Pty Ltd,Fifty First Acorn Limited"
comp_5783,003607074,"Connxion Limited,Connxion Ventures Limited,Core Services Group Limited,Jencap Pty. Limited,Trade Wind Group Limited,Trade Wind Group Pty Ltd,Valmec Limited,Valmec Pty Ltd"
comp_5785,119670370,"Nimrodel Resources Limited,Nimrodel Resources Pty Ltd,Walkabout Resources Ltd"
comp_5786,072595576,"Futurexone Ltd,Mawson West Ltd,Mawson West Pty Ltd,Pan Asia Mining Nl,Resource Exploration Limited,Resource Exploration Nl"
comp_5789,108456444,"Contact Resources Ltd,Contact Uranium Limited,Longford Resources Limited,New World Cobalt Limited,New World Resources Limited,Ram Resources Limited"
comp_5790,103295521,"Hibernia Gold Limited,Hibernia Gold Pty Ltd,Moly Mines Limited,Young Australian Mines Ltd"
comp_5791,085166721,"Tawana Resources Nl,Tawana Resources Pty Ltd"
comp_5793,098612974,Apex Minerals Nl
comp_5795,114249026,Xanadu Mines Ltd
comp_5797,057140922,"Elmore Ltd,Indiore Ltd,North Shore Laboratories Pty. Ltd.,Nsl Consolidated Limited,Nsl Health Limited,Nsl Health Pty Ltd"
comp_5798,142809970,White Rock Minerals Ltd
comp_5799,625928216,Kemao Industries Limited
comp_5802,005674073,"Bendigo Mining Limited,Bendigo Mining N.L.,Unity Mining Limited,Unity Mining Pty Limited"
comp_5803,136694267,Sumatra Copper & Gold Plc
comp_5804,140157820,Vantage Goldfields Limited
comp_5805,008736221,"Leyland-Winterbottom (Finance) Limited,Scientific Services Limited,Sgs Scientific Services Limited,Sgs Scientific Services Pty Ltd"
comp_5807,009125651,"Aqua Vital Australia Limited,Continental Capital Limited,Continental Coal Limited,Continental Goldfields Limited,Interlok Limited"
comp_5809,107411067,"Ausmet Resources Limited,Bounty Industries Limited,Bounty Mining Ltd"
comp_5810,107492517,"Bc Pilbara Iron Ore Pty Ltd,Iron Ore Holdings Ltd"
comp_5811,073531325,"Alexander Resources Limited,Alexander Resources Nl,Castlemaine Goldfields Limited,Castlemaine Goldfields Pty Ltd,Chewton Goldfields Nl,Golden Point Group Pty Ltd,Mt Alexander Goldfields Nl"
comp_5812,138962124,"Hunnu Coal Limited,Hunnu Coal Pty Ltd,Ronin Coal Pty Ltd"
comp_5813,102084917,"Apollo Consolidated Limited,Apollo Life Sciences Limited,Apollo Life Sciences Pty Ltd"
comp_5814,089531082,"Azimuth Resources Limited,Azimuth Resources Pty Limited,Balladonia Energy Limited,Balladonia Energy Nl,Balladonia Energy Pty Ltd,Balladonia Uranium Ltd,Epsilon Energy Limited,Hampton Nickel (Bulong Operations) Pty Ltd"
comp_5815,124960523,"Endeavour Resources Limited,Rex Minerals Limited,Rex Minerals Pty Ltd"
comp_5817,075613268,"Gianesse Limited,Malachite Gold Limited,Malachite Resources Limited,Malachite Resources Nl,Pacific Nickel Mines Limited"
comp_5819,612531389,"Technology Metals Australia Limited,Technology Metals Australia Pty Limited"
comp_5820,129954365,"Kbl Mining Limited,Kimberley Metals Limited"
comp_5821,143890671,Musgrave Minerals Limited
comp_5824,009372150,"Agro Holdings Limited,Agro Machinery Pty Ltd,Brockman Mining Australia Pty Ltd,Brockman Resources Limited,Roskill Pty Ltd,Yilgarn Mining Limited"
comp_5825,096298752,"Centrex Limited,Centrex Metals Limited"
comp_5826,127042773,Scotgold Resources Limited
comp_5828,008720965,"Hudson Resources Limited,Mallina Holdings Limited,Mallina Mining & Exploration N.L."
comp_5829,090468018,"Altona Mining Limited,Copper Mountain Mining Pty Ltd,Harmony Eva Copper Services Pty Ltd,Universal Resources Limited"
comp_5830,009193980,"Aim Resources Limited,Blackthorn Resources Limited,Blackthorn Resources Pty Ltd,Fraser Range Granite Limited,Fraser Range Granite Nl,Fraser Range Holdings Limited,Hugo Mining N.L.,Maritana Gold N.L."
comp_5831,108737711,"Ord River Resources Limited,Vango Mining Limited,Vango Mining Pty Ltd"
comp_5832,106294106,"Nzuri Copper Limited,Nzuri Copper Pty Limited,Regal Resources Limited"
comp_5834,003103544,"Barlile Corporation Ltd,Medical Corporation Australasia Limited,Mod Resources Limited,Sandfire Resources Botswana Pty Ltd"
comp_5835,009491990,"Tasmania Mines Limited,Tasmania Mines N.L.,Tasmania Mines Pty Ltd,Tasminex N.L."
comp_5836,122131622,"Rum Jungle Resources Ltd,Rum Jungle Uranium Ltd,Rum Jungle Uranium Pty. Ltd.,Verdant Minerals Ltd,Verdant Minerals Pty Ltd"
comp_5837,000250500,"All States Foods Ltd,All States Foods Pty Ltd,All States Produce Pty Ltd,Climax Mining Ltd,Climax Mining Pty Ltd"
comp_5839,009474775,"Summit Gold Nl,Summit Gold No Liability,Summit Resources Limited,Summit Resources Limited,Summit Resources Nl,Summit Resources Pty Ltd"
comp_5840,116370720,"Valhalla Uranium Ltd,Valhalla Uranium Pty Ltd"
comp_5841,008498119,"Aquitaine Australia Minerals Limited,Aquitaine Australia Minerals Pty. Limited,Elf Aquitaine Triako Mines Limited,Triako Resources Limited,Triako Resources Pty Ltd"
comp_5842,124943728,"Mallee Resources Limited,Myanmar Metals Limited,Top End Minerals Limited,Top End Uranium Ltd"
comp_5844,104028542,"A-Cap Energy Limited,A-Cap Resources Limited,Lotus Marula Pty Ltd"
comp_5845,106720138,"Heemskirk Consolidated Limited,Heemskirk Mining Pty Ltd"
comp_5847,646149902,"Cannon Resources Limited,Cannon Resources Pty Ltd"
comp_5848,120212017,"D'Aguilar Minerals Pty Ltd,D'Aguilar Uranium Pty. Ltd.,Mt. Isa Metals Ltd,Mt. Isa Metals Pty Ltd,Orbis Gold Limited,Orbis Gold Pty Ltd"
comp_5849,092266067,"Arafura Pearls Holdings Limited,Arafura Pearls Holdings Pty Ltd,Fineside Enterpises Pty Ltd"
comp_5853,132183281,"Endocoal Limited,Endocoal Pty Ltd"
comp_5855,136606338,"Atherton Resources Ltd,Atherton Resources Pty Ltd,Auctus Resources Pty Ltd,Mungana Goldmines Ltd"
comp_5856,123102974,"Desert Energy Limited,Desert Mines And Metals Limited,Peninsula Mines Limited,Xantippe Resources Limited,Xtc Lithium Limited"
comp_5858,149308921,"A1 Consolidated Gold Ltd,Centennial Mining Limited,Kaiser Mining Pty Ltd"
comp_5859,652166795,"Southern Cross Gold Ltd,Southern Cross Gold Pty Ltd"
comp_5860,652693877,"Altan Rio Minerals Limited,Golden Horse Minerals Limited"
comp_5861,143526096,"Australian Light Minerals Limited,Australian Light Minerals Pty Ltd,Kidman Exploration Limited,Kidman Resources Limited"
comp_5862,060857614,"Gindalbie Gold N.L.,Gindalbie Metals Ltd"
comp_5863,139886187,"Bbi Group Limited,Bbi Group Pty Ltd,Forge Resources Ltd,Rutila Resources Limited"
comp_5864,124374321,"Black Oak Minerals Limited,Marda Operations Pty Ltd,Southern Cross Goldfields Limited"
comp_5865,097422529,"Ferraus Limited,Ferraus Pty Limited,Metals Quest Australia Limited,Niquest Limited"
comp_5866,117848790,"Cortona Resources Limited,Dargues Gold Mine Limited,Dargues Gold Mine Pty Ltd"
comp_5868,004681734,"Capricornia Mining No Liability,Great Northern Mining Corporation No Liability,Group 6 Metals Limited,Gtn Resources Limited,Gtn Resources Nl,King Island Scheelite Limited"
comp_5869,606241829,"Mako Gold Limited,Mako Gold Pty Ltd"
comp_5870,145105148,"Frontier Capital Group Limited,Frontier Capital Group Pty Ltd,Precious Metal Resources Limited"
comp_5871,150737563,"Goodrich Resources Ltd,Goodrich Resources Pty Ltd,Kimberley Diamonds Ltd"
comp_5872,106293190,"Signature Brands Limited,Signature Metals Limited"
comp_5874,060111784,"Cougar Energy Limited,Moreton Resources Ltd,Moreton Resources Pty Ltd,Pinnacle Mining Nl,Pinnacle Vrb Limited"
comp_5875,106346918,"Azure Minerals Limited,Azure Minerals Pty Ltd,Nickel Australia Limited"
comp_5876,149278759,"Auctus Alternative Investments Limited,Auctus Investment Group Limited,Pier 12 Capital Limited,Quintessential Resources Limited,Yonder & Beyond Group Limited"
comp_5877,108003890,"Petaluma Resources Ltd.,Rey Resources Ltd"
comp_5879,127894893,Delta Sbd Limited
comp_5880,147917299,"Orecorp Limited,Perseus Orr Holdings Pty Ltd,Silver Stone Resources Limited"
comp_5881,127411796,"Adelaide River Resources Limited,Cobalt One Limited,Cobalt One Pty Ltd,Equator Resources Ltd,Nt Resources Ltd"
