companyID:ID,name:string,Ticker:string,ACN:int,Market Cap:float,Revenue:Y:float,Tot Assets:Y:float,Number of Employees:LF:int,Company Description:string,Linkedin_empCount:int,Linkedin_Followers:int
comp_4167,Strabag SE,STR AV Equity,,16730000000.0,28580000000.0,24550000000.0,79000,,,
comp_4168,Infrastrutture Wireless Italiane SpA,INW IM Equity,,16719999999.999998,1700000000.0,15870000000.0,,,,
comp_4169,Acciona SA,ANA SM Equity,,16410000000.0,31480000000.0,57930000000.0,68000,,,
comp_4170,Petrindo Jaya Kreasi Tbk PT,CUAN IJ Equity,,16270000000.0,1220000000.0,2870000000.0,5000,,,
comp_4171,Boliden AB,BOL SS Equity,,16230000000.0,12790000000.0,16969999999.999998,8000,,,
comp_4172,King Slide Works Co Ltd,2059 TT Equity,,15390000000.0,478430000.0,1310000000.0,,,,
comp_4173,China Steel Corp,2002 TT Equity,,15350000000.0,17030000000.000002,34270000000.000004,,,,
comp_4174,Ackermans & van Haaren NV,ACKB BB Equity,,13490000000.0,9770000000.0,33950000000.000004,,,,
comp_4175,thyssenkrupp AG,TKA GR Equity,,12910000000.0,57630000000.0,47130000000.0,94000,,,
comp_4176,Hoa Phat Group JSC,HPG VN Equity,,12900000000.0,8410000000.0,14240000000.0,32000,,,
comp_4177,United Co RUSAL International PJSC,486 HK Equity,,12250000000.0,18320000000.0,35890000000.0,59000,,,
comp_4178,Managem SA,MNG MC Equity,,12190000000.0,1350000000.0,4820000000.0,141,,,
comp_4179,Gamuda Bhd,GAM MK Equity,,12000000000.0,5670000000.0,11340000000.0,,,,
comp_4180,KGHM Polska Miedz SA,KGH PW Equity,,11950000000.0,13460000000.0,21080000000.0,35000,,,
comp_4181,United Integrated Services Co Ltd,2404 TT Equity,,9420000000.0,2240000000.0,2300000000.0,,,,
comp_4182,Fomento de Construcciones y Contratas SA,FCC SM Equity,,9390000000.0,14880000000.0,23810000000.0,,,,
comp_4183,voestalpine AG,VOE AV Equity,,9270000000.0,25920000000.0,27260000000.0,50000,,,
comp_4184,United Tractors Tbk PT,UNTR IJ Equity,,9230000000.0,12860000000.0,16850000000.000002,39000,,,
comp_4185,Sweco AB,SWECB SS Equity,,9190000000.0,4400000000.0,4130000000.0,21000,,,
comp_4186,Bumi Resources Minerals Tbk PT,BRMS IJ Equity,,8840000000.0,246220000.0,1870000000.0,907,,,
comp_4187,SSAB AB,SSABA SS Equity,,8790000000.0,14830000000.0,16170000000.000002,15000,,,
comp_4188,Cia de Minas Buenaventura SAA,BUENAVC1 PE Equity,,8690000000.0,1750000000.0,8160000000.0,,,,
comp_4189,Eregli Demir ve Celik Fabrikalari TAS,EREGL TI Equity,,8119999999.999999,9430000000.0,19440000000.0,12000,,,
comp_4190,Aneka Tambang Tbk,ANTM IJ Equity,,8029999999.999999,6620000000.0,4430000000.0,4000,,,
comp_4191,Aurubis AG,NDA GR Equity,,7840000000.0,28180000000.0,12610000000.0,7000,,,
comp_4192,Central New Energy Holding Group Ltd,1735 HK Equity,,7290000000.0,1170000000.0,931790000.0,952,,,
comp_4193,Maire SpA,MAIRE IM Equity,,7140000000.0,9610000000.0,12400000000.0,10000,,,
comp_4194,Arcadis NV,ARCAD NA Equity,,7070000000.0,8189999999.999999,6530000000.0,,,,
comp_4195,Webuild SpA,WBD IM Equity,,6770000000.0,18090000000.0,30540000000.0,43000,,,
comp_4196,Bilfinger SE,GBF GR Equity,,6470000000.0,8260000000.0,5800000000.0,32000,,,
comp_4197,Trimegah Bangun Persada Tbk PT,NCKL IJ Equity,,6370000000.0,2580000000.0,5190000000.0,11000,,,
comp_4198,FLSmidth & Co A/S,FLS DC Equity,,5990000000.0,4440000000.0,6040000000.0,6000,,,
comp_4199,Hiab Oyj,HIAB FH Equity,,5750000000.0,2700000000.0,4100000000.0,4000,,,
comp_4200,Petrosea Tbk PT,PTRO IJ Equity,,5670000000.0,1050000000.0,1400000000.0,10000,,,
comp_4201,Deme Group NV,DEME BB Equity,,5590000000.0,6730000000.0,9160000000.0,,,,
comp_4202,Budimex SA,BDX PW Equity,,5570000000.0,3470000000.0,3060000000.0,,,,
comp_4203,Merdeka Copper Gold Tbk PT,MDKA IJ Equity,,5460000000.0,3400000000.0,8470000000.000001,9000,,,
comp_4204,China Everbright Environment Group Ltd,257 HK Equity,,5350000000.0,5880000000.0,38720000000.0,15000,,,
comp_4205,Merdeka Gold Resources Tbk PT,EMAS IJ Equity,,5300000000.0,,,253,,,
comp_4206,Walsin Lihwa Corp,1605 TT Equity,,5270000000.0,8470000000.000001,13490000000.0,,,,
comp_4207,NMDC Energy,NMDCENR UH Equity,,5120000000.0,5960000000.0,7280000000.0,,,,
comp_4208,Aluminium Bahrain BSC,ALBH BI Equity,,5070000000.0,6520000000.0,11460000000.0,,,,
comp_4209,Adaro Andalan Indonesia PT,AADI IJ Equity,,5030000000.0,8070000000.0,9690000000.0,3000,,,
comp_4210,Sacyr SA,SCYR SM Equity,,5020000000.0,7500000000.0,30070000000.0,14000,,,
comp_4211,Minsur SA,MINSURI1 PE Equity,,4990000000.0,3290000000.0,7560000000.0,,,,
comp_4212,Acter Group Corp Ltd,5536 TT Equity,,4930000000.0,1430000000.0,1680000000.0,,,,
comp_4213,Acerinox SA,ACX SM Equity,,4920000000.0,8880000000.0,10820000000.0,,,,
comp_4214,TA Chen Stainless Pipe,2027 TT Equity,,4910000000.0,4270000000.0,6790000000.0,,,,
comp_4215,Merdeka Battery Materials Tbk PT,MBMA IJ Equity,,4870000000.0,2800000000.0,5550000000.0,4000,,,
comp_4216,Golden Energy Mines Tbk PT,GEMS IJ Equity,,4820000000.0,4100000000.0,2000000000.0,,,,
comp_4217,Dayamitra Telekomunikasi PT,MTEL IJ Equity,,4490000000.0,890230000.0,5780000000.0,579,,,
comp_4218,Nanshan Aluminium International Holdings Ltd,2610 HK Equity,,4460000000.0,1550000000.0,2780000000.0,,,,
comp_4219,Alamtri Resources Indonesia Tbk PT,ADRO IJ Equity,,4450000000.0,3150000000.0,10840000000.0,10000,,,
comp_4220,Shougang Hierro Peru S.A.A.,SHPC1 PE Equity,,4440000000.0,2370000000.0,4550000000.0,,,,
comp_4221,CKW AG,CKWN SW Equity,,4420000000.0,1810000000.0,4190000000.000001,2000,,,
comp_4222,E&P Global Holdings Ltd,1142 HK Equity,,4350000000.0,96370000.0,304080000.0,15,E&P Global Holdings Limited engages in trading of gasoline and relatedpetroleum products and offers related services. The Company also operates coalmining business. E&P Global Holdings conducts businesses globally.,,
comp_4223,GEK TERNA SA,GEKTERNA GA Equity,,4230000000.000001,5330000000.0,14040000000.0,5000,,,
comp_4224,Iskenderun Demir ve Celik AS,ISDMR TI Equity,,4220000000.0,5100000000.0,8100000000.0,5000,,,
comp_4225,CGN Mining Co Ltd,1164 HK Equity,,4220000000.0,1680000000.0,1630000000.0,17,"CGN Mining Company Ltd., through subsidiaries, operates businesses related tonuclear energy.  The Company supplies nuclear fuel, produces nuclear energy,and constructs plants for renewable energy such as wind power, hydroelectricand solar energy.",,
comp_4226,Vale Indonesia Tbk PT,INCO IJ Equity,,4100000000.0,1440000000.0,5140000000.0,3000,,,
comp_4227,DMCI Holdings Inc,DMC PM Equity,,3980000000.0,2710000000.0,8010000000.0,,,,
comp_4228,Semirara Mining & Power Corp,SCC PM Equity,,3960000000.0,1730000000.0,1980000000.0,,,,
comp_4229,Bumi Resources Tbk PT,BUMI IJ Equity,,3850000000.0,2060000000.0,6730000000.0,1000,,,
comp_4230,Grupa Kety SA,KTY PW Equity,,3800000000.0,1960000000.0,1650000000.0,,,,
comp_4231,Cia Minera Poderosa SA,PODERC1 PE Equity,,3770000000.0,1060000000.0,1090000000.0,790,,,
comp_4232,Bekaert SA,BEKB BB Equity,,3760000000.0,6490000000.0,6960000000.0,,,,
comp_4233,Elecnor SA,ENO SM Equity,,3730000000.0,6250000000.0,6030000000.0,28000,,,
comp_4234,APERAM SA,APAM NA Equity,,3680000000.0,10260000000.0,9770000000.0,13000,,,
comp_4235,PT Tower Bersama Infrastructure Tbk,TBIG IJ Equity,,3680000000.0,656820000.0,4700000000.0,738,,,
comp_4236,Alamtri Minerals Indonesia Tbk PT,ADMR IJ Equity,,3680000000.0,1750000000.0,3350000000.0,574,,,
comp_4237,Hochschild Mining PLC,HOC LN Equity,,3650000000.0,1440000000.0,2670000000.0,,,,
comp_4238,IJM Corp Bhd,IJM MK Equity,,3650000000.0,2130000000.0,7860000000.0,,,,
comp_4239,Tecnicas Reunidas SA,TRE SM Equity,159554686,3600000000.0,7300000000.0,7750000000.0,11000,,,
comp_4240,Realord Group Holdings Ltd,1196 HK Equity,,3490000000.0,83260000.0,3950000000.0,186,,,
comp_4241,EMSTEEL Building Materials PJSC,EMSTEEL UH Equity,,3450000000.0,3440000000.0,4960000000.0,,,,
comp_4242,Qatar Aluminum Manufacturing Co,QAMC QD Equity,,3420000000.0,,3060000000.0,,,,
comp_4243,Shikun & Binui Ltd,SKBN IT Equity,,3400000000.0,3480000000.0,12200000000.0,,,,
comp_4244,Viohalco SA,VIO BB Equity,,3340000000.0,10870000000.0,10990000000.0,,,,
comp_4245,Sarana Menara Nusantara Tbk PT,TOWR IJ Equity,,3280000000.0,1220000000.0,7740000000.0,3000,,,
comp_4246,Outokumpu Oyj,OUT1V FH Equity,,3230000000.0,9750000000.0,9980000000.0,8000,,,
comp_4247,Per Aarsleff Holding A/S,PAALB DC Equity,,3130000000.0,4790000000.0,3030000000.0,9000,,,
comp_4248,SCR-Sibelco NV,SCRVP BB Equity,,3080000000.0,3650000000.0,5130000000.0,5000,,,
comp_4249,Turk Altin Isletmeleri AS,KOZAL TI Equity,,3070000000.0,403770000.0,1730000000.0,2000,,,
comp_4250,National Aluminum Industrial,NATA JR Equity,,3060000000.0,14640000.0,31720000.0,,,,
comp_4251,Alleima AB,ALLEI SS Equity,,2960000000.0,2820000000.0,3480000000.0,6000,,,
comp_4252,Wacker Neuson SE,WAC GR Equity,,2940000000.0,3670000000.0,4160000000.0,6000,,,
comp_4253,Mota-Engil SGPS SA,EGL PL Equity,,2910000000.0,9760000000.0,13330000000.0,,,,
comp_4254,Gelex Group JSC,GEX VN Equity,,2840000000.0,2040000000.0,3410000000.0,9000,,,
comp_4255,Shougang Fushan Resources Group Ltd,639 HK Equity,,2830000000.0,982950000.0,4780000000.0,4000,"Shougang Fushan Resources Group Ltd. produces and sells coking coal products andside products in China. The Company is principally engaged in mining of cokingcoal and production and sales of raw and clean coking coal,",,
comp_4256,Ternium Argentina SA,TXAR AR Equity,,2820000000.0,3370000000.0,9270000000.0,,,,
comp_4257,AFRY AB,AFRY SS Equity,,2810000000.0,3900000000.0,4130000000.0,18000,,,
comp_4258,Yankey Engineering Co Ltd,6691 TT Equity,,2710000000.0,717550000.0,773750000.0,852,,,
comp_4259,Marketech International Corp,6196 TT Equity,,2640000000.0,2870000000.0,2300000000.0,,,,
comp_4260,Salzgitter AG,SZG GR Equity,,2590000000.0,16420000000.000002,17510000000.0,22000,,,
comp_4261,Beijer Alma AB,BEIAB SS Equity,,2550000000.0,1030000000.0,1380000000.0,4000,,,
comp_4262,Bukit Asam Tbk PT,PTBA IJ Equity,,2500000000.0,4090000000.0,4150000000.000001,2000,,,
comp_4263,Jiaxin International Resources Investment Ltd,3858 HK Equity,,2480000000.0,,388160000.0,,Jiaxin International Resources Investment Limited offers mining services. TheCompany mines and distributes single tungsten ores. Jiaxin InternationalResources Investment provides its services throughout Hong Kong.,,
comp_4264,Borusan Yatirim ve Pazarlama AS,BRYAT TI Equity,,2470000000.0,3670000.0,1280000000.0,9,,,
comp_4265,Frontken Corp Bhd,FRCB MK Equity,,2470000000.0,188910000.0,357320000.0,,,,
comp_4266,Synergy Grid & Development Phils Inc,SGP PM Equity,,2470000000.0,1400000000.0,14230000000.0,,,,
comp_4267,Archi Indonesia Tbk PT,ARCI IJ Equity,,2440000000.0,436220000.0,1400000000.0,658,,,
comp_4268,Saratoga Investama Sedaya Tbk PT,SRTG IJ Equity,,2440000000.0,507900000.0,5750000000.0,67,,,
comp_4269,Indo Tambangraya Megah Tbk PT,ITMG IJ Equity,,2380000000.0,3500000000.0,3890000000.0,2000,,,
comp_4270,Norconsult Norge AS,NORCO NO Equity,,2370000000.0,1470000000.0,1010000000.0,7000,,,
comp_4271,Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret AS,BRSAN TI Equity,,2360000000.0,2550000000.0,2530000000.0,2000,,,
comp_4272,Mongolian Mining Corp,975 HK Equity,,2350000000.0,1580000000.0,3450000000.0,3000,,,
comp_4273,Gulermak Agir Sanayi Insaat ve Taahhut AS,GLRMK TI Equity,,2340000000.0,1600000000.0,1910000000.0,3000,,,
comp_4274,Banpu PCL,BANPU TB Equity,,2310000000.0,7810000000.0,20050000000.0,,,,
comp_4275,Implenia AG,IMPN SW Equity,,2290000000.0,6130000000.0,5520000000.0,,,,
comp_4276,Century Iron & Steel Industrial Co Ltd,9958 TT Equity,,2210000000.0,589200000.0,2040000000.0,,,,
comp_4277,Tung Ho Steel Enterprise Corp,2006 TT Equity,,2180000000.0,2840000000.0,2710000000.0,,,,
comp_4278,Tongguan Gold Group Ltd,340 HK Equity,,2140000000.0,311940000.0,956160000.0,575,"Tongguan Gold Group Limited operates as a gold mining company. The Companyprovides gold exploration, mining, processing, sales, and other services.Tongguan Gold Group markets its products throughout Hong Kong.",,
comp_4279,Granges AB,GRNG SS Equity,,2050000000.0,3370000000.0,3120000000.0,3000,,,
comp_4280,Porr Ag,POS AV Equity,,2050000000.0,10150000000.0,7090000000.0,21000,,,
comp_4281,Aluar Aluminio Argentino SAIC,ALUA AR Equity,,2000000000.0,2340000000.0,3590000000.0,,,,
comp_4282,Egypt Aluminium,EGAL EY Equity,,2000000000.0,1340000000.0,899910000.0,,,,
comp_4283,EVERGREEN Steel Corp,2211 TT Equity,,1970000000.0,610110000.0,2010000000.0,,,,
comp_4284,ElvalHalcor SA,ELHA GA Equity,,1960000000.0,5640000000.0,4090000000.0,4000,,,
comp_4285,Hwang Chang General Contractor Co Ltd,2543 TT Equity,,1930000000.0,587150000.0,822480000.0,,,,
comp_4286,Deep Source Holdings Ltd,990 HK Equity,,1920000000.0,7950000000.0,3950000000.0,390,,,
comp_4287,Zimplats Holdings Ltd,ZIM AU Equity,83463058,1920000000.0,1280000000.0,3990000000.0,,,,
comp_4288,Engcon AB,ENGCONB SS Equity,,1890000000.0,236510000.0,162380000.0,427,,,
comp_4289,Solar Applied Materials Technology Corp,1785 TT Equity,,1880000000.0,1410000000.0,1540000000.0,,,,
comp_4290,Feng Hsin Steel Co Ltd,2015 TT Equity,,1870000000.0,1620000000.0,1320000000.0,974,,,
comp_4291,Brighton-Best International Taiwan Inc,8415 TT Equity,,1740000000.0,1070000000.0,2160000000.0,,,,
comp_4292,Taiwan Cogeneration Corp,8926 TT Equity,,1690000000.0,431340000.0,1350000000.0,,,,
comp_4293,Sonasid,SID MC Equity,,1660000000.0,838130000.0,846450000.0,,,,
comp_4294,Vinacomin-Minerals Holding Corp,KSV VN Equity,,1660000000.0,802340000.0,609910000.0,5000,,,
comp_4295,Jinchuan Group International Resources Co Ltd,2362 HK Equity,,1640000000.0,917490000.0,3180000000.0,2000,"Jinchuan Group International Resources Co Ltd. mines and explores nickel andother metals including cobalt, platinum, and copper.  The Company also offersbeauty and cosmetics, media, property investment, property development, andfinancial investment services.",,
comp_4296,Hangji Global Ltd,HANGJI CY Equity,,1640000000.0,218910000.0,341940000.0,,,,
comp_4297,ESG Emirates Stallions Group PrJSC,ESG UH Equity,,1640000000.0,525860000.0,1620000000.0,,,,
comp_4298,ATALAYA MINING COPPER SA,ATYM LN Equity,,1630000000.0,536030000.0,1130000000.0,,,,
comp_4299,Apex Mining Co Inc,APX PM Equity,,1630000000.0,400890000.0,891580000.0,,,,
comp_4300,Orascom Construction PLC,ORAS UH Equity,,1590000000.0,4940000000.0,6420000000.0,,,,
comp_4301,ZCCM Investments Holdings PLC,ZCCM ZL Equity,,1560000000.0,186400000.0,3320000000.0,,,,
comp_4302,AMAG Austria Metall AG,AMAG AV Equity,,1540000000.0,2380000000.0,2930000000.0,2000,,,
comp_4303,Yieh Phui Enterprise Co Ltd,2023 TT Equity,,1510000000.0,3490000000.0,5000000000.0,,,,
comp_4304,OceanaGold Philippines Inc,OGP PM Equity,,1510000000.0,520150000.0,1130000000.0,,,,
comp_4305,Kelington Group Bhd,KGRB MK Equity,,1500000000.0,422210000.0,415750000.0,,,,
comp_4306,Cita Mineral Investindo Tbk PT,CITA IJ Equity,,1470000000.0,228300000.0,789700000.0,238,,,
comp_4307,COX Abg Group SA,COXG SM Equity,,1450000000.0,1150000000.0,2320000000.0,,,,
comp_4308,UWC BHD,UWC MK Equity,,1440000000.0,137010000.0,223250000.0,,,,
comp_4309,Eurotelesites AG,ETS AV Equity,,1430000000.0,443120000.0,3450000000.0,,,,
comp_4310,Ponsse Oyj,PON1V FH Equity,,1420000000.0,1230000000.0,942150000.0,2000,,,
comp_4311,Ton Yi Industrial Corp,9907 TT Equity,,1390000000.0,2120000000.0,1720000000.0,,,,
comp_4312,Masan High-Tech Materials Corp,MSR VN Equity,,1390000000.0,867940000.0,2430000000.0,2000,,,
comp_4313,Troax Group AB,TROAX SS Equity,,1380000000.0,456880000.0,551590000.0,1000,,,
comp_4314,CH Karnchang PCL,CK TB Equity,,1380000000.0,1610000000.0,5320000000.0,,,,
comp_4315,J Resources Asia Pasific Tbk PT,PSAB IJ Equity,,1370000000.0,357950000.0,1400000000.0,708,,,
comp_4316,Alarko Holding AS,ALARK TI Equity,,1370000000.0,351190000.0,4730000000.0,6000,,,
comp_4317,Alphamin Resources Corp,AFM CN Equity,,1310000000.0,800810000.0,934160000.0,,,,
comp_4318,Mineros SA,MINEROS CB Equity,,1300000000.0,820830000.0,941790000.0,,,,
comp_4319,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,KRDMD TI Equity,,1290000000.0,2610000000.0,3750000000.0,4000,,,
comp_4320,CAP SA,CAP CI Equity,,1290000000.0,2730000000.0,10280000000.0,,,,
comp_4321,Harum Energy Tbk PT,HRUM IJ Equity,,1290000000.0,1960000000.0,4160000000.0,4000,,,
comp_4322,Nickel Asia Corp,NIKL PM Equity,,1280000000.0,591060000.0,1710000000.0,,,,
comp_4323,Delta Holding SA,DHO MC Equity,,1260000000.0,478620000.0,715200000.0,3000,,,
comp_4324,Koza Anadolu Metal Madencilik Isletmeleri AS,KOZAA TI Equity,,1250000000.0,426940000.0,1890000000.0,2000,,,
comp_4325,Sociedad Punta del Cobre SA,PUCOBRE CI Equity,,1230000000.0,570190000.0,1370000000.0,1000,,,
comp_4326,Prima Andalan Mandiri Tbk PT,MCOL IJ Equity,,1190000000.0,1160000000.0,1230000000.0,1000,,,
comp_4327,Rosetti Marino Spa,YRM IM Equity,,1180000000.0,951150000.0,925330000.0,1000,,,
comp_4328,Jastrzebska Spolka Weglowa SA,JSW PW Equity,,1170000000.0,4320000000.0,8950000000.0,32000,,,
comp_4329,Philex Mining Corp,PX PM Equity,,1160000000.0,216640000.0,1480000000.0,,,,
comp_4330,Chung Hung Steel Corp,2014 TT Equity,,1140000000.0,1440000000.0,1500000000.0,,,,
comp_4331,Molibdenos y Metales SA,MOLYMET CI Equity,,1130000000.0,3130000000.0,2740000000.0,1000,,,
comp_4332,Suedwestdeutsche Salzwerke AG,SSH GR Equity,,1130000000.0,553270000.0,868400000.0,1000,,,
comp_4333,Shenzhen Investment Holdings Bay Area Development Co Ltd,737 HK Equity,,1120000000.0,185340000.0,2840000000.0,582,,,
comp_4334,Obrascon Huarte Lain SA,OHLA SM Equity,,1120000000.0,5990000000.0,5980000000.0,15000,,,
comp_4335,Vulcan Steel Ltd,VSL AU Equity,652996015,1090000000.0,865010000.0,795560000.0,,Vulcan Steel is one of the largest privately owned steel distributors in Australasia Currently with 30 different sites offering carbon and stainless steel distribution coil processing and plate processing,111,347
comp_4336,OG Rimon Consulting Ltd,RMON IT Equity,,1090000000.0,373460000.0,690250000.0,,,,
comp_4337,Gloria Material Technology Corp,5009 TT Equity,,1080000000.0,607620000.0,1770000000.0,,,,
comp_4338,Marimaca Copper Corp,MARI CN Equity,,1080000000.0,,181700000.0,,,,
comp_4339,ICOP SpA,ICOP IM Equity,,1040000000.0,173790000.0,529700000.00000006,,,,
comp_4340,Pam Mineral Tbk PT,NICL IJ Equity,,1020000000.0,137960000.0,104390000.0,371,,,
comp_4341,Kocaer Celik Sanayi Ve Ticaret AS,KCAER TI Equity,,1020000000.0,889040000.0,904880000.0,1000,,,
comp_4342,Indika Energy Tbk PT,INDY IJ Equity,,1020000000.0,3710000000.0,4790000000.0,4000,,,
comp_4343,Kloeckner & Co SE,KCO GR Equity,,975640000.0,10880000000.0,5920000000.0,7000,,,
comp_4344,Bakrie and Brothers Tbk PT,BNBR IJ Equity,,962640000.0,370130000.0,678920000.0,3000,,,
comp_4345,Continental Holdings Corp,3703 TT Equity,,956610000.0,1450000000.0,4310000000.0,,,,
comp_4346,China Oriental Group Co Ltd,581 HK Equity,,949950000.0,9050000000.0,11090000000.0,12000,"China Oriental Group Company Limited, through its subsidiaries, produces andsells billets and strips.",,
comp_4347,TBS Energi Utama Tbk PT,TOBA IJ Equity,,943040000.0,675900000.0,1450000000.0,3000,,,
comp_4348,Baramulti Suksessarana Tbk PT,BSSR IJ Equity,,935740000.0,1440000000.0,619430000.0,713,,,
comp_4349,Visne Madencilik Uretim Sanayi VE Ticaret AS,VSNMD TI Equity,,934970000.0,51520000.0,124360000.0,263,,,
comp_4350,Development Investment Construction JSC,DIG VN Equity,,921330000.0,78760000.0,1180000000.0,2000,,,
comp_4351,HUA ENG Wire & Cable Co Ltd,1608 TT Equity,,921120000.0,535090000.00000006,683170000.0,,,,
comp_4352,Straits Trading Co Ltd/Singapore,STRTR SP Equity,,909460000.0,640710000.0,4210000000.0,,,,
comp_4353,IDICO Corp JSC,IDC VN Equity,,883300000.0,535570000.00000006,1190000000.0,1000,,,
comp_4354,Nan Juen International Co Ltd,6584 TT Equity,,876330000.0,90900000.0,194300000.0,,,,
comp_4355,Ellaktor SA,ELLAKTOR GA Equity,,874800000.0,416040000.0,2520000000.0,2000,,,
comp_4356,Nexa Resources Peru SAA,NEXAPEC1 PE Equity,,865390000.0,1340000000.0,2280000000.0,,,,
comp_4357,Scope Metals Group Ltd,SCOP IT Equity,,862800000.0,739650000.0,992100000.0,,,,
comp_4358,BES Engineering Corp,2515 TT Equity,,852980000.0,1130000000.0,3210000000.0,,,,
comp_4359,Ho Chi Minh City Infrastructure Investment JSC,CII VN Equity,,847600000.0,183300000.0,2330000000.0,530,,,
comp_4360,PMB Technology Bhd,PMBT MK Equity,,842880000.0,299470000.0,878070000.0,,,,
comp_4361,Besalco SA,BESALCO CI Equity,,833920000.0,1650000000.0,2040000000.0,18000,,,
comp_4362,Egyptian Iron & Steel Co,IRON EY Equity,,828980000.0,84660000.0,104530000.0,,,,
comp_4363,Tubacex SA,TUB SM Equity,,828190000.0,1260000000.0,2230000000.0,3000,,,
comp_4364,WCE Holdings Bhd,WCE MK Equity,,826660000.0,214390000.0,2860000000.0,,,,
comp_4365,Potasios de Chile SA,POTASIOA CI Equity,,824130000.0,,1430000000.0,,,,
comp_4366,Salfacorp SA,SALFACOR CI Equity,,820330000.0,1690000000.0,2510000000.0,19000,,,
comp_4367,Century Huaxin Wind Energy Co Ltd,7752 TT Equity,,818190000.0,36940000.0,409060000.0,,,,
comp_4368,Girsim Elektrik Sanayi Taahut Ve Ticaret AS,GESAN TI Equity,,813730000.0,701950000.0,989990000.0,2000,,,
comp_4369,DA CIN Construction Co Ltd,2535 TT Equity,,812850000.0,693850000.0,1380000000.0,,,,
comp_4370,Timah Tbk PT,TINS IJ Equity,,809910000.0,1040000000.0,1270000000.0,4000,,,
comp_4371,Volcan Cia Minera SAA,VOLCABC1 PE Equity,,802770000.0,1460000000.0,2980000000.0,,,,
comp_4372,Cie Miniere de Touissit,CMT MC Equity,,802610000.0,89440000.0,281810000.0,,,,
comp_4373,Nyab AB,NYAB SS Equity,,795350000.0,567420000.0,477410000.0,1000,,,
comp_4374,Grenevia SA,GEA PW Equity,,795060000.0,712120000.0,1500000000.0,,,,
comp_4375,Darma Henwa Tbk PT,DEWA IJ Equity,,792350000.0,576920000.0,875450000.0,3000,,,
comp_4376,Yieh United Steel Corp,9957 TT Equity,,791140000.0,2200000000.0,3110000000.0,,,,
comp_4377,Grupo Empresarial San Jose SA,GSJ SM Equity,,771670000.0,2560000000.0,2180000000.0,5000,,,
comp_4378,Oman Cables Industry,OCAI OM Equity,,766410000.0,1060000000.0,779680000.0,,,,
comp_4379,Inti Bangun Sejahtera Tbk PT,IBST IJ Equity,,762180000.0,82490000.0,439350000.0,107,,,
comp_4380,Heavy Engineering & Ship Building Co KSCP,SHIP KK Equity,,760460000.0,806140000.0,1070000000.0,,,,
comp_4381,Multiconsult ASA,MULTI NO Equity,,759680000.0,895300000.0,535310000.0,4000,,,
comp_4382,Corp Aceros Arequipa SA,CORAREI1 PE Equity,,752100000.0,1920000000.0,2690000000.0,,,,
comp_4383,Geo Energy Resources Ltd,GERL SP Equity,,750060000.0,609540000.0,1650000000.0,,,,
comp_4384,CVK Maden Isletmeleri Sanayi VE Ticaret AS,CVKMD TI Equity,,749330000.0,144910000.0,685950000.0,270,,,
comp_4385,Polimex-Mostostal SA,PXM PW Equity,,741330000.0,1090000000.0,1040000000.0,,,,
comp_4386,Construction Corp No 1 JSC,CC1 VN Equity,,731140000.0,615120000.0,1060000000.0,1000,,,
comp_4387,Sociedad Minera el Brocal SAA,BROCALI1 PE Equity,,728000000.0,664140000.0,1100000000.0,,,,
comp_4388,ABM Investama Tbk PT,ABMM IJ Equity,,724050000.0,1820000000.0,3390000000.0,11000,,,
comp_4389,Societe Metallurgique D'imiter,SMI MC Equity,,720200000.0,160580000.0,278150000.0,,,,
comp_4390,SGL Carbon SE,SGL GR Equity,,716430000.0,1680000000.0,2240000000.0,4000,,,
comp_4391,Waffer Technology Corp,6235 TT Equity,,688770000.0,275400000.0,473420000.0,,,,
comp_4392,Hsin Kuang Steel Co Ltd,2031 TT Equity,,681290000.0,689220000.0,1460000000.0,,,,
comp_4393,Tavantolgoi Jsc,TTL MO Equity,,679110000.0,131470000.0,63890000.0,,,,
comp_4394,Hoa Sen Group,HSG VN Equity,,672970000.0,2400000000.0,1150000000.0,8000,,,
comp_4395,Ferrexpo PLC,FXPO LN Equity,,671290000.0,1420000000.0,1920000000.0,,,,
comp_4396,Chun Yuan Steel Industry Co Ltd,2010 TT Equity,,659370000.0,1130000000.0,1100000000.0,,,,
comp_4397,Lifezone Metals Ltd,LZM US Equity,,656320000.0,213120.0,253280000.0,,,,
comp_4398,Stecon Group PCL,STECON TB Equity,,654620000.0,1290000000.0,2420000000.0,,,,
comp_4399,Reway Group SpA,RWY IM Equity,,651750000.0,352850000.0,517230000.0,738,,,
comp_4400,Kuo Toong International Co Ltd,8936 TT Equity,,646290000.0,247760000.0,659450000.0,,,,
comp_4401,CWT International Ltd,521 HK Equity,,644670000.0,7560000000.0,5750000000.0,6000,"CWT International Limited operates as an investment holdingcompany principally engaged in commodity marketing, financial services andlogistics services. The Company is also engaged in the affiliated business ofrecreational and tourism services, property investment, management &development, and engineering services.",,
comp_4402,Avax SA,AVAX GA Equity,,630320000.0,1070000000.0,2060000000.0,3000,,,
comp_4403,Dalekovod dd,DLKV CZ Equity,,614430000.0,319010000.0,261760000.0,1000,,,
comp_4404,First Copper Technology Co Ltd,2009 TT Equity,,612310000.0,147750000.0,446290000.0,,,,
comp_4405,Altynalmas JSC,ALMS KZ Equity,,602150000.0,2010000000.0,2420000000.0,,,,
